Location,Year,Gender,Position,Athlete,Nationality,Time,Place,Position[27][28],Position[29][28]
Berlin,2013,Men,1,Wilson Kipsang,Kenya,2:03:23,,,
Berlin,2013,Men,2,Eliud Kipchoge,Kenya,2:04:05,,,
Berlin,2013,Men,3,Geoffrey Kipsang,Kenya,2:06:26,,,
Berlin,2013,Men,4,Stephen Kwelio Chemlany,Kenya,2:07:44,,,
Berlin,2013,Men,5,Maswai Kiptanui,Kenya,2:08:52,,,
Berlin,2013,Men,6,Marílson Gomes dos Santos,Brazil,2:09:24,,,
Berlin,2013,Men,7,Suehiro Ishikawa,Japan,2:10:24,,,
Berlin,2013,Men,8,Koji Kobayashi,Japan,2:11:31,,,
Berlin,2013,Men,9,Rui Silva,Portugal,2:12:16,,,
Berlin,2013,Men,10,Sisay Jisa,Ethiopia,2:12:17,,,
Berlin,2013,Women,1,Florence Kiplagat,Kenya,2:21:13,,,
Berlin,2013,Women,2,Sharon Cherop,Kenya,2:22:28,,,
Berlin,2013,Women,3,Irina Mikitenko,Germany,2:24:54,,,
Berlin,2013,Women,4,Helah Kiprop,Kenya,2:28:02,,,
Berlin,2013,Women,5,Desiree Davila,United States,2:29:15,,,
Berlin,2013,Women,6,Vianey de la Rosa,Mexico,2:32:35,,,
Berlin,2013,Women,7,Eri Hayakawa,Japan,2:32:35,,,
Berlin,2013,Women,8,Nina Stöcker,Germany,2:37:46,,,
Berlin,2013,Women,9,Lizzi Lee,Ireland,2:38:09,,,
Berlin,2013,Women,10,Maria Yolanda Gutierrez,Spain,2:38:18,,,
Boston,2013,Men,1,Lelisa Desisa,Ethiopia,2:10:22,,,
Boston,2013,Men,2,Micah Kogo,Kenya,2:10:27,,,
Boston,2013,Men,3,Gebre Gebremariam,Ethiopia,2:10:28,,,
Boston,2013,Men,4,Jason Hartmann,United States,2:12:12,,,
Boston,2013,Men,5,Wesley Korir,Kenya,2:12:30,,,
Boston,2013,Men,6,Markos Geneti,Ethiopia,2:12:44,,,
Boston,2013,Men,7,Dickson Chumba,Kenya,2:14:08,,,
Boston,2013,Men,8,Jeffrey Hunt,Australia,2:14:28,,,
Boston,2013,Men,9,Daniel Tapia,United States,2:14:30,,,
Boston,2013,Men,10,Craig Leon,United States,2:14:38,,,
Boston,2013,Women,1,Rita Jeptoo,Kenya,2:26:25,,,
Boston,2013,Women,2,Meseret Hailu,Ethiopia,2:26:58,,,
Boston,2013,Women,3,Sharon Cherop,Kenya,2:27:01,,,
Boston,2013,Women,4,Shalane Flanagan,United States,2:27:08,,,
Boston,2013,Women,5,Tirfi Tsegaye,Ethiopia,2:28:09,,,
Boston,2013,Women,6,Kara Goucher,United States,2:28:11,,,
Boston,2013,Women,7,Madaí Pérez,Mexico,2:28:59,,,
Boston,2013,Women,8,Diane Nukuri,Burundi,2:29:54,,,
Boston,2013,Women,9,Ana Dulce Felix,Portugal,2:30:05,,,
Boston,2013,Women,10,Sabrina Mockenhaupt,Germany,2:30:09,,,
Chicago,2013,Men,1,Dennis Kimetto,Kenya,2:03:45,,,
Chicago,2013,Men,2,Emmanuel Kipchirchir Mutai,Kenya,2:03:52,,,
Chicago,2013,Men,3,Sammy Kitwara,Kenya,2:05:16,,,
Chicago,2013,Men,4,Micah Kogo,Kenya,2:06:56,,,
Chicago,2013,Men,5,Dathan Ritzenhein,United States,2:09:45,,,
Chicago,2013,Men,6,Ayele Abshero,Ethiopia,2:10:10,,,
Chicago,2013,Men,7,Hiroaki Sano,Japan,2:10:29,,,
Chicago,2013,Men,8,Moses Mosop,Kenya,2:11:19,,,
Chicago,2013,Men,9,Yoshinori Oda,Japan,2:11:29,,,
Chicago,2013,Men,10,Matt Tegenkamp,United States,2:12:28,,,
Chicago,2013,Women,1,Rita Jeptoo,Kenya,2:19:57,,,
Chicago,2013,Women,2,Jemima Jelagat Sumgong,Kenya,2:20:48,,,
Chicago,2013,Women,3,Mariya Konovalova,Russia,2:22:46,,,
Chicago,2013,Women,4,Aliaksandra Duliba,Belarus,2:23:44,,,
Chicago,2013,Women,5,Atsede Baysa,Ethiopia,2:26:42,,,
Chicago,2013,Women,6,Ehitu Kiros Reda,Ethiopia,2:27:42,,,
Chicago,2013,Women,7,Yukiko Akaba,Japan,2:27:49,,,
Chicago,2013,Women,8,Abebech Afework,Ethiopia,2:28:38,,,
Chicago,2013,Women,9,Clara Santucci,United States,2:31:39,,,
Chicago,2013,Women,10,Melissa White,United States,2:32:37,,,
London,2013,Men,1,Tsegaye Kebede,Ethiopia,2:06:04,,,
London,2013,Men,2,Emmanuel Kipchirchir Mutai,Kenya,2:06:33,,,
London,2013,Men,3,Ayele Abshero,Ethiopia,2:06:57,,,
London,2013,Men,4,Feyisa Lilesa,Ethiopia,2:07:46,,,
London,2013,Men,5,Wilson Kipsang Kiprotich,Kenya,2:07:47,,,
London,2013,Men,6,Stephen Kiprotich,Uganda,2:08:05,,,
London,2013,Men,7,Yared Asmerom,Eritrea,2:08:22,,,
London,2013,Men,8,Stanley Biwott,Kenya,2:08:39,,,
London,2013,Men,9,Ayad Lamdassem,Spain,2:09:28,,,
London,2013,Men,10,Patrick Makau Musyoki,Kenya,2:14:10,,,
London,2013,Men,11,Patrick Rizzo,United States,2:16:05,,,
London,2013,Men,12,Derek Hawkins,United Kingdom,2:16:50,,,
London,2013,Men,13,Paul Pollock,Ireland,2:17:10,,,
London,2013,Men,14,John Gilbert,United Kingdom,2:17:43,,,
London,2013,Men,15,Anuradha Cooray,Sri Lanka,2:17:53,,,
London,2013,Men,16,Philip Wicks,United Kingdom,2:19:07,,,
London,2013,Men,17,James Kelly,United Kingdom,2:21:39,,,
London,2013,Men,18,Hafid Chani,Morocco,,,,
London,2013,Men,19,Adil Annani,Morocco,,,,
London,2013,Men,20,Geoffrey Mutai,Kenya,,,,
London,2013,Men,21,Edwin Kipyego,Kenya,,,,
London,2013,Men,22,Philip Langat,Kenya,,,,
London,2013,Men,23,Mike Kipruto Kigen,Kenya,,,,
London,2013,Men,24,Deressa Chimsa,Ethiopia,,,,
London,2013,Men,25,Scott Overall,United Kingdom,,,,
London,2013,Men,26,Yared Hagos,Eritrea,,,,
London,2013,Men,27,Mo Farah,United Kingdom,,,,
London,2013,Men,28,Wilfred Kirwa Kigen,Kenya,,,,
London,2013,Men,29,Dennis Kipruto Kimetto,Kenya,,,,
London,2013,Women,1,Priscah Jeptoo,Kenya,2:20:15,,,
London,2013,Women,2,Edna Kiplagat,Kenya,2:21:32,,,
London,2013,Women,3,Yukiko Akaba,Japan,2:24:43,,,
London,2013,Women,4,Atsede Baysa,Ethiopia,2:25:14,,,
London,2013,Women,5,Meselech Melkamu,Ethiopia,2:25:46,,,
London,2013,Women,6,Florence Kiplagat,Kenya,2:27:05,,,
London,2013,Women,7,Mai Ito,Japan,2:28:37,,,
London,2013,Women,8,Alevtina Biktimirova,Russia,2:30:02,,,
London,2013,Women,9,Susan Partridge,United Kingdom,2:30:46,,,
London,2013,Women,10,Irvette van Zyl,South Africa,2:31:26,,,
London,2013,Women,11,Adriana Aparecida da Silva,Brazil,2:31:44,,,
London,2013,Women,12,Remi Sano,Japan,2:33:24,,,
London,2013,Women,13,Amy Whitehead,United Kingdom,2:34:14,,,
London,2013,Women,14,Chika Horie,Japan,2:35:30,,,
London,2013,Women,15,Joyce Chepkirui,Kenya,2:35:54,,,
London,2013,Women,16,Tiki Gelana,Ethiopia,2:36:55,,,
London,2013,Women,17,Yoko Shibui,Japan,2:37:35,,,
London,2013,Women,18,Josephine Chepkoech,Kenya,,,,
London,2013,Women,19,Valentine Kipketer,Kenya,,,,
London,2013,Women,20,Jéssica Augusto,Portugal,,,,
London,2013,Women,21,Helah Kiprop,Kenya,,,,
London,2013,Women,22,Volha Dubouskaya,Belarus,,,,
New,2013,Men,1,Geoffrey Mutai,Kenya,2:08:24,,,
New,2013,Men,2,Tsegaye Kebede,Ethiopia,2:09:15,,,
New,2013,Men,3,Lusapho April,South Africa,2:09:45,,,
New,2013,Men,4,Julius Arile,Kenya,2:10:03,,,
New,2013,Men,5,Stanley Biwott,Kenya,2:10:41,,,
New,2013,Men,6,Masato Imai,Japan,2:10:45,,,
New,2013,Men,7,Jackson Kiprop,Uganda,2:10:56,,,
New,2013,Men,8,Peter Cheruiyot Kirui,Kenya,2:11:23,,,
New,2013,Men,9,Wesley Korir,Kenya,2:11:34,,,
New,2013,Men,10,Daniele Meucci,Italy,2:12:03,,,
New,2013,Men,11,Yuki Kawauchi,Japan,2:12:29,,,
New,2013,Men,12,Stephen Kiprotich,Uganda,2:13:05,,,
New,2013,Men,13,Ryan Vail,United States,2:13:23,,,
New,2013,Men,14,Jeffrey Eggleston,United States,2:16:35,,,
New,2013,Men,15,Bouabdellah Tahri,France,2:18:16,,,
New,2013,Men,16,Khalid En Guady,Morocco,2:22:03,,,
New,2013,Men,17,Radosław Dudycz,Poland,2:22:07,,,
New,2013,Men,18,Junior Jovadir,Brazil,2:22:35,,,
New,2013,Men,19,Tesfaye Assefa,Ethiopia,2:22:38,,,
New,2013,Men,20,Christian Thompson,United States,2:22:48,,,
New,2013,Men,21,Jason Hartmann,United States,,,,
New,2013,Men,22,Augustus Maiyo,United States,,,,
New,2013,Men,23,Viktor Röthlin,Switzerland,,,,
New,2013,Men,24,Nick Willis,New Zealand,,,,
New,2013,Men,25,Martin Lel,Kenya,,,,
New,2013,Women,1,Priscah Jeptoo,Kenya,2:25:07,,,
New,2013,Women,2,Bizunesh Deba,Ethiopia,2:25:56,,,
New,2013,Women,3,Jeļena Prokopčuka,Latvia,2:27:47,,,
New,2013,Women,4,Christelle Daunay,France,2:28:14,,,
New,2013,Women,5,Valeria Straneo,Italy,2:28:22,,,
New,2013,Women,6,Kim Smith,New Zealand,2:28:49,,,
New,2013,Women,7,Sabrina Mockenhaupt,Germany,2:29:10,,,
New,2013,Women,8,Tigist Tufa,Ethiopia,2:29:24,,,
New,2013,Women,9,Edna Kiplagat,Kenya,2:30:04,,,
New,2013,Women,10,Diane Nukuri,Burundi,2:30:09,,,
New,2013,Women,11,Risa Shigetomo,Japan,2:31:54,,,
New,2013,Women,12,Lisa Nemec,Croatia,2:34:49,,,
New,2013,Women,13,Adriana Nelson,United States,2:35:05,,,
New,2013,Women,14,Firehiwot Dado,Ethiopia,2:38:06,,,
New,2013,Women,15,Kathleen DiCamillo,United States,2:40:03,,,
New,2013,Women,16,Aziza Aliyu,Ethiopia,2:40:27,,,
New,2013,Women,17,Vera Monica Nunes†,Portugal,2:41:16,,,
New,2013,Women,18,Mattie Suver,United States,2:41:18,,,
New,2013,Women,19,Yolanda Caballero,Colombia,2:41:23,,,
New,2013,Women,20,Amy Cragg,United States,2:42:50,,,
New,2013,Women,21,Tetyana Hamera-Shmyrko,Ukraine,,,,
New,2013,Women,22,Ana Dulce Félix,Portugal,,,,
New,2013,Women,23,Janet Cherobon-Bawcom,United States,,,,
Tokyo,2013,Men,1,Dennis Kimetto,Kenya,2:06:50,,,
Tokyo,2013,Men,2,Michael Kipyego,Kenya,2:06:58,,,
Tokyo,2013,Men,3,Bernard Kipyego,Kenya,2:07:53,,,
Tokyo,2013,Men,4,Kazuhiro Maeda,Japan,2:07:59,,,
Tokyo,2013,Men,5,James Kwambai,Kenya,2:08:02,,,
Tokyo,2013,Men,6,Gilbert Kirwa,Kenya,2:08:17,,,
Tokyo,2013,Men,7,Feyisa Bekele,Ethiopia,2:09:05,,,
Tokyo,2013,Men,8,Dino Sefir,Ethiopia,2:09:13,,,
Tokyo,2013,Men,9,Takayuki Matsumiya,Japan,2:09:14,,,
Tokyo,2013,Men,10,Jonathan Maiyo,Kenya,2:10:18,,,
Tokyo,2013,Women,1,Aberu Kebede,Ethiopia,2:25:34,,,
Tokyo,2013,Women,2,Yeshi Esayias,Ethiopia,2:26:01,,,
Tokyo,2013,Women,3,Irina Mikitenko,Germany,2:26:41,,,
Tokyo,2013,Women,4,Albina Mayorova,Russia,2:26:51,,,
Tokyo,2013,Women,5,Yoshimi Ozaki,Japan,2:28:30,,,
Tokyo,2013,Women,6,Helalia Johannes,Namibia,2:29:20,,,
Tokyo,2013,Women,7,Mika Yoshikawa,Japan,2:30:20,,,
Tokyo,2013,Women,8,Nastassia Staravoitava,Bulgaria,2:30:45,,,
Tokyo,2013,Women,9,Azusa Nojiri,Japan,2:31:15,,,
Tokyo,2013,Women,10,Hiroko Yoshitomi,Japan,2:31:28,,,
Berlin,2014,Men,1,Dennis Kimetto,Kenya,2:02:57,,,
Berlin,2014,Men,2,Emmanuel Mutai,Kenya,2:03:13,,,
Berlin,2014,Men,3,Abera Kuma,Ethiopia,2:05:56,,,
Berlin,2014,Men,4,Geoffrey Kamworor,Kenya,2:06:39,,,
Berlin,2014,Men,5,Eliud Kiptanui,Kenya,2:07:28,,,
Berlin,2014,Men,6,Frankline Chepkwony,Kenya,2:07:35,,,
Berlin,2014,Men,7,Levy Matebo,Kenya,2:08:33,,,
Berlin,2014,Men,8,Maswai Kiptanui,Kenya,2:10:18,,,
Berlin,2014,Men,9,Tsegaye Kebede,Ethiopia,2:10:27,,,
Berlin,2014,Men,10,Kazuki Tamaru,Japan,2:11:25,,,
Berlin,2014,Men,11,Fernando Cabada,United States,2:11:36,,,
Berlin,2014,Men,12,Abdelhadi El Hachimi,Belgium,2:12:45,,,
Berlin,2014,Women,1,Tirfi Tsegaye,Ethiopia,2:20:18,,,
Berlin,2014,Women,2,Feyse Tadese,Ethiopia,2:20:27,,,
Berlin,2014,Women,3,Shalane Flanagan,United States,2:21:14,,,
Berlin,2014,Women,4,Tadelech Bekele,Ethiopia,2:23:02,,,
Berlin,2014,Women,5,Abebech Afework,Ethiopia,2:25:02,,,
Berlin,2014,Women,6,Kayoko Fukushi,Japan,2:26:25,,,
Berlin,2014,Women,7,Anna Hahner,Germany,2:26:44,,,
Berlin,2014,Women,8,Ines Melchor,Peru,2:26:48,,,
Berlin,2014,Women,9,Rene Kalmer,South Africa,2:29:27,,,
Berlin,2014,Women,10,Adriana da Silva,Brazil,2:38:05,,,
Berlin,2014,Women,11,Karina Neipan,Argentina,2:41:21,,,
Berlin,2014,Women,12,Michele Das Chagas,Brazil,2:42:19,,,
Boston,2014,Men,1,Meb Keflezighi, United States,2:08:37,,,
Boston,2014,Men,2,Wilson Chebet, Kenya,2:08:48,,,
Boston,2014,Men,3,Franklin Chepkwony, Kenya,2:08:50,,,
Boston,2014,Men,4,Vitaliy Shafar, Ukraine,2:09:37,,,
Boston,2014,Men,5,Markos Geneti, Ethiopia,2:09:50,,,
Boston,2014,Men,6,Joel Kimurer, Kenya,2:11:03,,,
Boston,2014,Men,7,Nicholas Arciniaga, United States,2:11:47,,,
Boston,2014,Men,8,Jeffrey Eggleston, United States,2:11:57,,,
Boston,2014,Men,9,Paul Lonyangata, Kenya,2:12:34,,,
Boston,2014,Men,10,Adil Annani, Morocco,2:12:43,,,
Boston,2014,Women,1,Buzunesh Deba, Ethiopia,2:19:59,,,
Boston,2014,Women,2,Mare Dibaba, Ethiopia,2:20:35,,,
Boston,2014,Women,3,Jemima Jelagat Sumgong, Kenya,2:20:41,,,
Boston,2014,Women,4,Meselech Melkamu, Ethiopia,2:21:28,,,
Boston,2014,Women,5,Aleksandra Duliba, Belarus,2:21:29,,,
Boston,2014,Women,6,Shalane Flanagan, United States,2:22:02,,,
Boston,2014,Women,7,Sharon Cherop, Kenya,2:23:00,,,
Boston,2014,Women,8,Philes Ongori, Kenya,2:23:22,,,
Boston,2014,Women,9,Desiree Davila, United States,2:23:54,,,
Boston,2014,Women,10,Belaynesh Oljira, Ethiopia,2:24:21,,,
Chicago,2014,Men,1,Eliud Kipchoge,Kenya,2:04:11,,,
Chicago,2014,Men,2,Sammy Kitwara,Kenya,2:04:28,,,
Chicago,2014,Men,3,Dickson Chumba,Kenya,2:04:32,,,
Chicago,2014,Men,4,Kenenisa Bekele,Ethiopia,2:05:51,,,
Chicago,2014,Men,5,Bernard Koech,Kenya,2:08:30,,,
Chicago,2014,Men,6,Ghirmay Ghebreslassie,Eritrea,2:09:08,,,
Chicago,2014,Men,7,Lani Rutto,Kenya,2:10:42,,,
Chicago,2014,Men,8,Wesley Korir,Kenya,2:11:09,,,
Chicago,2014,Men,9,Bobby Curtis,United States,2:11:20,,,
Chicago,2014,Men,10,Koji Kobayashi,Japan,2:11:43,,,
Chicago,2014,Men,11,Jake Riley,United States,2:13:16,,,
Chicago,2014,Men,12,Gabe Proctor,United States,2:13:45,,,
Chicago,2014,Women,1,Mare Dibaba,Ethiopia,2:25:37,,,
Chicago,2014,Women,2,Florence Kiplagat,Kenya,2:25:57,,,
Chicago,2014,Women,3,Birhane Dibaba,Ethiopia,2:27:02,,,
Chicago,2014,Women,4,Amy Hastings,United States,2:27:03,,,
Chicago,2014,Women,5,Clara Santucci,United States,2:32:21,,,
Chicago,2014,Women,6,Sarah Crouch,United States,2:32:44,,,
Chicago,2014,Women,7,Gelete Burka,Ethiopia,2:34:17,,,
Chicago,2014,Women,8,Melissa White,United States,2:34:19,,,
Chicago,2014,Women,9,Lauren Jimison,United States,2:34:38,,,
Chicago,2014,Women,10,Sarah Cummings,United States,2:34:47,,,
Chicago,2014,Women,11,Lindsey Scherf,United States,2:37:26,,,
London,2014,Men,1,Wilson Kipsang Kiprotich,Kenya,2:04:29,,,
London,2014,Men,2,Stanley Biwott,Kenya,2:04:55,,,
London,2014,Men,3,Tsegaye Kebede,Ethiopia,2:06:30,,,
London,2014,Men,4,Ayele Abshero,Ethiopia,2:06:31,,,
London,2014,Men,5,Tsegaye Mekonnen,Ethiopia,2:08:06,,,
London,2014,Men,6,Geoffrey Mutai,Kenya,2:08:18,,,
London,2014,Men,7,Emmanuel Kipchirchir Mutai,Kenya,2:08:19,,,
London,2014,Men,8,Mo Farah,United Kingdom,2:08:21,,,
London,2014,Men,9,Feyisa Lilesa,Ethiopia,2:08:26,,,
London,2014,Men,10,Ryan Vail,United States,2:10:57,,,
London,2014,Men,11,Chris Thompson,United Kingdom,2:11:19,,,
London,2014,Men,12,Stephen Kiprotich,Uganda,2:11:37,,,
London,2014,Men,13,Reid Coolsaet,Canada,2:13:40,,,
London,2014,Men,14,Pedro Nimo,Spain,2:14:15,,,
London,2014,Men,15,Steve Way,United Kingdom,2:16:27,,,
London,2014,Men,16,John Gilbert,United Kingdom,2:16:46,,,
London,2014,Men,17,Ben Livesey,United Kingdom,2:17:44,,,
London,2014,Men,18,Samuel Tsegay,Eritrea,2:19:10,,,
London,2014,Men,19,Scott Overall,United Kingdom,2:19:55,,,
London,2014,Men,20,Jon Pepper,United Kingdom,2:19:59,,,
London,2014,Men,21,Fernando Cabada,United States,,,,
London,2014,Men,22,Marílson Gomes dos Santos,Brazil,,,,
London,2014,Men,23,Amanuel Mesel,Eritrea,,,,
London,2014,Men,24,Paulo Roberto Paula,Brazil,,,,
London,2014,Men,25,Ibrahim Jeilan,Ethiopia,,,,
London,2014,Men,26,Cyprian Kimurgor Kotut,Kenya,,,,
London,2014,Men,27,Linus Maiyo,Kenya,,,,
London,2014,Men,28,Milton Rotich Kiplagat,Kenya,,,,
London,2014,Men,29,Richard Sigei,Kenya,,,,
London,2014,Men,30,Edwin Kiptoo,Kenya,,,,
London,2014,Men,31,Haile Gebrselassie,Ethiopia,,,,
London,2014,Women,1,Edna Kiplagat,Kenya,2:20:21,,,
London,2014,Women,2,Florence Kiplagat,Kenya,2:20:24,,,
London,2014,Women,3,Tirunesh Dibaba,Ethiopia,2:20:35,,,
London,2014,Women,4,Feyse Tadese,Ethiopia,2:21:42,,,
London,2014,Women,5,Aberu Kebede,Ethiopia,2:23:21,,,
London,2014,Women,6,Jéssica Augusto,Portugal,2:24:25,,,
London,2014,Women,7,Ana Dulce Félix,Portugal,2:26:46,,,
London,2014,Women,8,Tiki Gelana,Ethiopia,2:26:58,,,
London,2014,Women,9,Lyudmyla Kovalenko,Ukraine,2:31:31,,,
London,2014,Women,10,Yuko Shimizu,Japan,2:32:00,,,
London,2014,Women,11,Diane Nukuri,Burundi,2:33:01,,,
London,2014,Women,12,Nicola Duncan†,Ireland,2:33:28,,,
London,2014,Women,13,Amy Whitehead,United Kingdom,2:34:20,,,
London,2014,Women,14,Emma Stepto,United Kingdom,2:36:05,,,
London,2014,Women,15,Julie Briscoe†,United Kingdom,2:39:43,,,
London,2014,Women,16,Sara Bird†,United Kingdom,2:39:55,,,
London,2014,Women,17,Hayley Munn†,United Kingdom,2:40:35,,,
London,2014,Women,18,Shona Fletcher†,United Kingdom,2:44:59,,,
London,2014,Women,19,Claire Grima†,United Kingdom,2:45:51,,,
London,2014,Women,20,Mamie Konneh-Lahun†,Sierra Leone,2:46:20,,,
London,2014,Women,21,Tetyana Hamera-Shmyrko†,Ukraine,2:25:30,,,
New,2014,Men,1,Wilson Kipsang Kiprotich,Kenya,2:10:59,,,
New,2014,Men,2,Lelisa Desisa,Ethiopia,2:11:06,,,
New,2014,Men,3,Gebregziabher Gebremariam,Ethiopia,2:12:13,,,
New,2014,Men,4,Meb Keflezighi,United States,2:13:18,,,
New,2014,Men,5,Stephen Kiprotich,Uganda,2:13:25,,,
New,2014,Men,6,Geoffrey Mutai,Kenya,2:13:44,,,
New,2014,Men,7,Masato Imai,Japan,2:14:36,,,
New,2014,Men,8,Peter Cheruiyot Kirui,Kenya,2:14:51,,,
New,2014,Men,9,Ryan Vail,United States,2:15:08,,,
New,2014,Men,10,Nicholas Arciniaga,United States,2:15:39,,,
New,2014,Men,11,Yuki Kawauchi,Japan,2:16:41,,,
New,2014,Men,12,Lusapho April,South Africa,2:16:50,,,
New,2014,Men,13,Birhanu Dare,Ethiopia,2:18:24,,,
New,2014,Men,14,Micah Kogo,Kenya,2:18:36,,,
New,2014,Men,15,Danilo Goffi,Italy,2:19:44,,,
New,2014,Men,16,Stephen Shay,United States,2:19:47,,,
New,2014,Men,17,Michael Kipyego,Kenya,2:20:00,,,
New,2014,Men,18,Abebe Negash,Ethiopia,2:20:15,,,
New,2014,Men,19,Harbert Okuti,Uganda,2:22:34,,,
New,2014,Men,20,Aron Rono,United States,2:23:30,,,
New,2014,Men,21,Brent Vaughn,United States,,,,
New,2014,Men,22,Tesfaye Assefa,Ethiopia,,,,
New,2014,Men,23,Khalid En Guady,Morocco,,,,
New,2014,Women,1,Mary Jepkosgei Keitany,Kenya,2:25:07,,,
New,2014,Women,2,Jemima Sumgong,Kenya,2:25:10,,,
New,2014,Women,3,Sara Moreira,Portugal,2:26:00,,,
New,2014,Women,4,Jeļena Prokopčuka,Latvia,2:26:15,,,
New,2014,Women,5,Desiree Linden,United States,2:28:11,,,
New,2014,Women,6,Firehiwot Dado,Ethiopia,2:28:36,,,
New,2014,Women,7,Valeria Straneo,Italy,2:29:24,,,
New,2014,Women,8,Bizunesh Deba,Ethiopia,2:31:40,,,
New,2014,Women,9,Annie Bersagel,United States,2:33:02,,,
New,2014,Women,10,Deena Kastor,United States,2:33:18,,,
New,2014,Women,11,Ana Dulce Félix,Portugal,2:35:33,,,
New,2014,Women,12,Edna Kiplagat,Kenya,2:36:24,,,
New,2014,Women,13,Kara Goucher,United States,2:37:03,,,
New,2014,Women,14,Lauren Kleppin,United States,2:39:13,,,
New,2014,Women,15,Alia Gray,United States,2:39:43,,,
New,2014,Women,16,Marcella Klimek,United States,2:40:00,,,
New,2014,Women,17,Hilary Dionne,United States,2:40:54,,,
New,2014,Women,18,Rocío Cantará,Peru,2:45:30,,,
New,2014,Women,19,Kate Pallardy,United States,2:45:46,,,
New,2014,Women,20,Katie Conlon†,United States,2:48:40,,,
New,2014,Women,21,Rkia El Moukim,Morocco,:::012725501331,,,
New,2014,Women,22,Blake Russell,United States,,,,
Tokyo,2014,Men,1,Dickson Chumba,Kenya,2:05:42,,,
Tokyo,2014,Men,2,Tadese Tola,Ethiopia,2:05:57,,,
Tokyo,2014,Men,3,Sammy Kitwara,Kenya,2:06:30,,,
Tokyo,2014,Men,4,Michael Kipyego,Kenya,2:06:58,,,
Tokyo,2014,Men,5,Peter Kimeli Some,Kenya,2:07:05,,,
Tokyo,2014,Men,6,Geoffrey Kipsang,Kenya,2:07:37,,,
Tokyo,2014,Men,7,Deressa Chimsa,Ethiopia,2:07:40,,,
Tokyo,2014,Men,8,Kohei Matsumura,Japan,2:08:09,,,
Tokyo,2014,Men,9,Koji Kobayashi,Japan,2:08:51,,,
Tokyo,2014,Men,10,Abel Kirui,Kenya,2:09:04,,,
Tokyo,2014,Men,11,Hirokatsu Kurosaki,Japan,2:09:07,,,
Tokyo,2014,Men,12,Masanori Sakai,Japan,2:09:10,,,
Tokyo,2014,Women,1,Tirfi Tsegaye,Ethiopia,2:22:23,,,
Tokyo,2014,Women,2,Birhane Dibaba,Ethiopia,2:22:30,,,
Tokyo,2014,Women,3,Lucy Wangui Kabuu,Kenya,2:24:16,,,
Tokyo,2014,Women,4,Caroline Rotich,Kenya,2:24:35,,,
Tokyo,2014,Women,5,Janet Rono,Kenya,2:26:03,,,
Tokyo,2014,Women,6,Albina Mayorova,Russia,2:28:18,,,
Tokyo,2014,Women,7,Mai Ito,Japan,2:28:36,,,
Tokyo,2014,Women,8,Rika Shintaku,Japan,2:31:15,,,
Tokyo,2014,Women,9,Manami Kamitanida,Japan,2:31:34,,,
Tokyo,2014,Women,10,Hiroko Yoshitomi,Japan,2:32:38,,,
Tokyo,2014,Women,11,Azusa Nojiri,Japan,2:33:39,,,
Tokyo,2014,Women,12,Atsede Baysa,Ethiopia,2:35:03,,,
Berlin,2015,Men,1,Eliud Kipchoge,Kenya,2:04:00,,,
Berlin,2015,Men,2,Eliud Kiptanui,Kenya,2:05:21,,,
Berlin,2015,Men,3,Feyisa Lilesa,Ethiopia,2:06:57,,,
Berlin,2015,Men,4,Emmanuel Mutai,Kenya,2:07:46,,,
Berlin,2015,Men,5,Geoffrey Mutai,Kenya,2:09:29,,,
Berlin,2015,Men,6,Reid Coolsaet,Canada,2:10:28,,,
Berlin,2015,Men,7,Koen Naert,Belgium,2:10:31,,,
Berlin,2015,Men,8,Yared Shegumo,Poland,2:10:47,,,
Berlin,2015,Men,9,Koji Gokaya,Japan,2:10:58,,,
Berlin,2015,Men,10,Scott Overall,United Kingdom,2:11:24,,,
Berlin,2015,Women,1,Gladys Cherono,Kenya,2:19:25,,,
Berlin,2015,Women,2,Aberu Kebede,Ethiopia,2:20:48,,,
Berlin,2015,Women,3,Meseret Hailu,Ethiopia,2:24:33,,,
Berlin,2015,Women,4,Tadelech Bekele,Ethiopia,2:25:01,,,
Berlin,2015,Women,5,Andrea Deelstra,Netherlands,2:26:46,,,
Berlin,2015,Women,6,Maja Neuenschwander,Switzerland,2:26:49,,,
Berlin,2015,Women,7,Lisa Nemec,Croatia,2:27:57,,,
Berlin,2015,Women,8,Tomomi Tanaka,Japan,2:28:00,,,
Berlin,2015,Women,9,Sonia Samuels,United Kingdom,2:28:04,,,
Berlin,2015,Women,10,Fate Tola,Ethiopia,2:28:24,,,
Boston,2015,Men,1,Lelisa Desisa,Ethiopia,2:09:17,,,
Boston,2015,Men,2,Yemane Tsegay,Ethiopia,2:09:48,,,
Boston,2015,Men,3,Wilson Chebet,Kenya,2:10:22,,,
Boston,2015,Men,4,Bernard Kipyego,Kenya,2:10:47,4.0,,
Boston,2015,Men,5,Wesley Korir,Kenya,2:10:49,5.0,,
Boston,2015,Men,6,Frankline Chepkwony,Kenya,2:10:52,6.0,,
Boston,2015,Men,7,Dathan Ritzenhein,United States,2:11:20,7.0,,
Boston,2015,Men,8,Meb Keflezighi,United States,2:12:42,8.0,,
Boston,2015,Men,9,Tadese Tola,Ethiopia,2:13:35,9.0,,
Boston,2015,Men,10,Vitaliy Shafar,Ukraine,2:13:52,10.0,,
