Location,Year,Gender,Position,Athlete,Nationality,Time,Place,Position[27][28],Position[29][28]
Boston,2023,Men,8,Hassan Chahdi,France,2:09:46,8.0,,
Boston,2023,Men,9,John Korir,Kenya,2:10:04,9.0,,
Boston,2023,Men,10,Matthew McDonald,United States,2:10:17,10.0,,
Boston,2023,Men,11,Connor Mantz,United States,2:10:25,11.0,,
Boston,2023,Men,12,CJ Albertson,United States,2:10:33,12.0,,
Boston,2023,Men,13,Nico Montanez,United States,2:10:52,13.0,,
Boston,2023,Men,14,Shura Kitata,Ethiopia,2:11:26,14.0,,
Boston,2023,Men,15,Andualem Belay,Ethiopia,2:11:50,15.0,,
Boston,2023,Men,16,Hendrik Pfeiffer,Germany,2:12:22,16.0,,
Boston,2023,Men,17,JP Flavin,United States,2:13:27,17.0,,
Boston,2023,Men,18,Turner Wiley,United States,2:13:57,18.0,,
Boston,2023,Men,19,Isaac Mpofu,Zimbabwe,2:14:08,19.0,,
Boston,2023,Men,20,Chad Hall,United States,2:14:13,20.0,,
Boston,2023,Men,21,Colin Mickow,United States,2:14:27,21.0,,
Boston,2023,Men,22,Mark Korir,Kenya,2:14:37,22.0,,
Boston,2023,Men,23,Ben True,United States,2:16:06,23.0,,
Boston,2023,Men,24,Connor Weaver,United States,2:16:25,24.0,,
Boston,2023,Men,25,Jonas Hampton,United States,2:17:05,25.0,,
Boston,2023,Men,26,Ian Butler,United States,2:17:55,26.0,,
Boston,2023,Men,27,Edward Mulder,United States,2:18:04,27.0,,
Boston,2023,Men,28,Joseph Whelan,United States,2:18:23,28.0,,
Boston,2023,Men,29,Zachary Ornelas,United States,2:20:08,29.0,,
Boston,2023,Men,30,Sam Chelanga,United States,2:20:20,30.0,,
Boston,2023,Women,1,Hellen Obiri,Kenya,2:21:38,,,
Boston,2023,Women,2,Amane Beriso,Ethiopia,2:21:50,,,
Boston,2023,Women,3,Lonah Salpeter,Israel,2:21:57,,,
Boston,2023,Women,4,Ababel Yeshaneh,Ethiopia,2:22:00,4th,,
Boston,2023,Women,5,Emma Bates,United States,2:22:10,5th,,
Boston,2023,Women,6,Nazret Weldu,Eritrea,2:23:25,6th,,
Boston,2023,Women,7,Angela Tanui,Kenya,2:24:12,7th,,
Boston,2023,Women,8,Hiwot Gebremaryam,Ethiopia,2:24:30,8th,,
Boston,2023,Women,9,Mary Ngugi,Kenya,2:24:33,9th,,
Boston,2023,Women,10,Gotytom Gebreslase,Ethiopia,2:24:34,10th,,
Boston,2023,Women,11,Aliphine Tuliamuk,United States,2:24:37,11th,,
Boston,2023,Women,12,Joyciline Jepkosgei,Kenya,2:24:44,12th,,
Boston,2023,Women,13,Viola Cheptoo,Kenya,2:24:49,13th,,
Boston,2023,Women,14,Nell Rojas,United States,2:24:51,14th,,
Boston,2023,Women,15,Nienke Brinkman,Netherlands,2:24:58,15th,,
Boston,2023,Women,16,Celestine Chepchirchir,Kenya,2:25:07,16th,,
Boston,2023,Women,17,Sara Hall,United States,2:25:48,17th,,
Boston,2023,Women,18,Desiree Linden,United States,2:27:18,18th,,
Boston,2023,Women,19,Vibian Chepkirui,Kenya,2:28:12,19th,,
Boston,2023,Women,20,Annie Frisbie,United States,2:28:45,20th,,
Boston,2023,Women,21,Atsede Baysa,Ethiopia,2:30:14,21st,,
Boston,2023,Women,22,Anna Rohrer,United States,2:30:52,22nd,,
Boston,2023,Women,23,Sydney Devore,United States,2:31:08,23rd,,
Boston,2023,Women,24,Maggie Montoya,United States,2:31:19,24th,,
Boston,2023,Women,25,Anne-Marie Blaney,United States,2:31:32,25th,,
Boston,2023,Women,26,Maegan Krifchin,United States,2:32:46,26th,,
Boston,2023,Women,27,Dakotah Lindwurm,United States,2:33:53,27th,,
Boston,2023,Women,28,Erika Kemp,United States,2:33:57,28th,,
Boston,2023,Women,29,Savannah Berry,United States,2:34:30,29th,,
Boston,2023,Women,30,Laura Thweatt,United States,2:34:35,30th,,
Chicago,2023,Men,1,Kelvin Kiptum,Kenya,02:00:35,,,
Chicago,2023,Men,2,Benson Kipruto,Kenya,02:04:02,,,
Chicago,2023,Men,3,Bashir Abdi,Belgium,02:04:32,,,
Chicago,2023,Men,4,John Korir,Kenya,02:05:09,,,
Chicago,2023,Men,5,Seifu Tura Abdiwak,Ethiopia,02:05:29,,,
Chicago,2023,Men,6,Conner Mantz,United States,02:07:47,,,
Chicago,2023,Men,7,Clayton Young,United States,02:08:00,,,
Chicago,2023,Men,8,Galen Rupp,United States,02:08:48,,,
Chicago,2023,Men,9,Sam Chelanga,United States,02:08:50,,,
Chicago,2023,Men,10,Takashi Ichida,Japan,02:08:57,,,
Chicago,2023,Women,1,Sifan Hassan,Netherlands,02:13:44,,,
Chicago,2023,Women,2,Ruth Chepngetich,Kenya,02:15:37,,,
Chicago,2023,Women,3,Megertu Alemu,Ethiopia,02:17:09,,,
Chicago,2023,Women,4,Joyciline Jepkosgei,Kenya,02:17:23,,,
Chicago,2023,Women,5,Tadu Teshome Nare,Ethiopia,02:20:04,,,
Chicago,2023,Women,6,Genzebe Dibaba Keneni,Ethiopia,02:21:47,,,
Chicago,2023,Women,7,Emily Sisson,United States,02:22:09,,,
Chicago,2023,Women,8,Molly Seidel,United States,02:23:07,,,
Chicago,2023,Women,9,Rose Harvey,United Kingdom,02:23:21,,,
Chicago,2023,Women,10,Sara Vaughn,United States,02:23:24,,,
London,2023,Men,1,Kelvin Kiptum,Kenya,02:01:25,,,
London,2023,Men,2,Geoffrey Kamworor,Kenya,02:04:23,,,
London,2023,Men,3,Tamirat Tola,Ethiopia,02:04:59,,,
London,2023,Men,4,Leul Gebresilase,Ethiopia,02:05:45,,,
London,2023,Men,5,Seifu Tura,Ethiopia,02:06:38,,,
London,2023,Men,6,Emile Cairess,United Kingdom,02:08:07,,,
London,2023,Men,7,Brett Robinson,Australia,02:10:19,,,
London,2023,Men,8,Philip Sesemann,United Kingdom,02:10:23,,,
London,2023,Men,9,Mo Farah,United Kingdom,02:10:28,,,
London,2023,Men,10,Chris Thompson,United Kingdom,02:11:50,,,
London,2023,Women,1,Sifan Hassan,Netherlands,02:18:33,,,
London,2023,Women,2,Alemu Megertu,Ethiopia,02:18:37,,,
London,2023,Women,3,Peres Jepchirchir,Kenya,02:18:38,,,
London,2023,Women,4,Sheila Chepkirui,Kenya,02:18:51,,,
London,2023,Women,5,Yalemzerf Yehualaw,Ethiopia,02:18:53,,,
London,2023,Women,6,Judith Jeptum Korir,Kenya,02:20:41,,,
London,2023,Women,7,Almaz Ayana,Ethiopia,02:20:44,,,
London,2023,Women,8,Tadu Teshome,Ethiopia,02:21:31,,,
London,2023,Women,9,Sofiia Yaremchuk,Italy,02:24:02,,,
London,2023,Women,10,Susanna Sullivan,United States,02:24:27,,,
New,2023,Men,1,Tamirat Tola,Ethiopia,2:04:58,,,
New,2023,Men,2,Albert Korir,Kenya,2:06:57,,,
New,2023,Men,3,Shura Kitata,Ethiopia,2:07:11,,,
New,2023,Men,4,Abdi Nageeye,Netherlands,2:10:21,,,
New,2023,Men,5,Koen Naert,Belgium,2:10:25,,,
New,2023,Men,6,Maru Teferi,Israel,2:10:28,,,
New,2023,Men,7,Iliass Aouani,Italy,2:10:54,,,
New,2023,Men,8,Edward Cheserek,Kenya,2:11:07,,,
New,2023,Men,9,Jemal Yimer Mekonnen,Ethiopia,2:11:31,,,
New,2023,Men,10,Futsum Zienasellassie,United States,2:12:09,,,
New,2023,Women,1,Hellen Obiri,Kenya,2:27:23,,,
New,2023,Women,2,Letesenbet Gidey,Ethiopia,2:27:29,,,
New,2023,Women,3,Sharon Lokedi,Kenya,2:27:33,,,
New,2023,Women,4,Brigid Kosgei,Kenya,2:27:45,,,
New,2023,Women,5,Mary Ngugi,Kenya,2:27:53,,,
New,2023,Women,6,Viola Cheptoo,Kenya,2:28:11,,,
New,2023,Women,7,Edna Kiplagat,Kenya,2:29:40,,,
New,2023,Women,8,Kellyn Taylor,United States,2:29:48,,,
New,2023,Women,9,Molly Huddle,United States,2:32:02,,,
New,2023,Women,10,Fantu Zewude Jifar,Ethiopia,2:34:10,,,
Tokyo,2023,Men,1,Deso Gelmisa,Ethiopia,02:05:22,,,
Tokyo,2023,Men,2,Mohamed Esa,Ethiopia,02:05:22,,,
Tokyo,2023,Men,3,Tsegaye Getachew,Ethiopia,02:05:25,,,
Tokyo,2023,Men,4,Titus Kipruto,Kenya,02:05:32,,,
Tokyo,2023,Men,5,Cameron Levins,Canada,02:05:36,,,
Tokyo,2023,Men,6,Deme Tadu Abate,Ethiopia,02:05:38,,,
Tokyo,2023,Men,7,Ichitaka Yamashita,Japan,02:05:51,,,
Tokyo,2023,Men,8,Kenya Sonota,Japan,02:05:59,,,
Tokyo,2023,Men,9,Suguru Osako,Japan,02:06:13,,,
Tokyo,2023,Men,10,Hiroto Inoue,Japan,02:07:09,,,
Tokyo,2023,Women,1,Rosemary Wanjiru,Kenya,02:16:28,,,
Tokyo,2023,Women,2,Tsehay Gemechu,Ethiopia,02:16:56,,,
Tokyo,2023,Women,3,Ashete Bekere,Ethiopia,02:19:11,,,
Tokyo,2023,Women,4,Worknesh Edesa,Ethiopia,02:20:13,,,
Tokyo,2023,Women,5,Betsy Saina,United States,02:21:40,,,
Tokyo,2023,Women,6,Mizuki Matsuda,Japan,02:21:44,,,
Tokyo,2023,Women,7,Ai Hosoda,Japan,02:22:08,,,
Tokyo,2023,Women,8,Lindsay Flanagan,United States,02:26:08,,,
Tokyo,2023,Women,9,Kaori Morita,Japan,02:26:31,,,
Tokyo,2023,Women,10,Yukari Abe,Japan,02:28:20,,,
